ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,DAY_WEEK_DESC,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,SEVERITY_RANK,LIGHT_CONDITION_DESC,LGA_NAME,ROAD_GEOMETRY_DESC,SPEED_ZONE,LATITUDE,LONGITUDE
T20160023005,24/10/2016,8:20:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.519092,145.434592
T20160023338,28/10/2016,14:00:00,Friday,2,Struck Pedestrian,3,Day,BASS COAST,Not at intersection,050,-38.52124,145.335233
T20160023781,3/11/2016,19:35:00,Thursday,6,Vehicle overturned (no collision),2,Dusk/Dawn,BASS COAST,Not at intersection,050,-38.45202,145.245656
T20160024172,7/5/2016,20:30:00,Saturday,4,Collision with a fixed object,3,Dusk/Dawn,BASS COAST,Not at intersection,050,-38.41167,145.537061
T20160025170,21/11/2016,18:15:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.630982,145.725496
T20160025239,13/11/2016,13:15:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,070,-38.563808,145.542779
T20160025683,28/11/2016,7:15:00,Monday,6,Vehicle overturned (no collision),3,Day,BASS COAST,T intersection,100,-38.503471,145.619032
T20160025994,2/12/2016,3:30:00,Friday,2,Struck Pedestrian,2,Dark Street lights unknown,BASS COAST,Not at intersection,050,-38.448063,145.24164
T20160026185,4/12/2016,19:15:00,Sunday,4,Collision with a fixed object,3,Day,BASS COAST,Cross intersection,060,-38.496697,145.238932
T20160026385,7/12/2016,11:00:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,050,-38.672065,145.617913
T20160027180,17/12/2016,9:00:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,100,-38.433019,145.496691
T20160027228,17/12/2016,19:30:00,Saturday,1,Collision with vehicle,1,Day,BASS COAST,Cross intersection,060,-38.496687,145.257596
T20160027327,19/12/2016,14:28:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.549739,145.476211
T20160027626,23/12/2016,3:20:00,Friday,7,Fall from or in moving vehicle,3,Dark Street lights on,BASS COAST,Not at intersection,888,-38.45927,145.214811
T20160027673,23/12/2016,15:38:00,Friday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.514673,145.440603
T20160027701,11/12/2016,11:00:00,Sunday,8,No collision and no object struck,3,Day,BASS COAST,T intersection,999,-38.484268,145.57112
T20160027828,26/12/2016,19:00:00,Monday,6,Vehicle overturned (no collision),2,Day,BASS COAST,Not at intersection,050,-38.381456,145.549771
T20160028135,30/12/2016,12:30:00,Friday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.392752,145.540723
T20170000055,1/1/2017,19:00:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.456146,145.2224
T20170000693,12/1/2017,22:20:00,Thursday,2,Struck Pedestrian,2,Dark No street lights,BASS COAST,Not at intersection,100,-38.500699,145.461078
T20170000876,15/1/2017,14:30:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,999,-38.40752,145.530234
T20170001340,22/1/2017,16:30:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.46665,145.537689
T20170001399,23/1/2017,13:00:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.38107,145.554009
T20170001488,24/1/2017,20:20:00,Tuesday,1,Collision with vehicle,3,Dusk/Dawn,BASS COAST,T intersection,050,-38.604899,145.590983
T20170001531,25/1/2017,7:30:00,Wednesday,2,Struck Pedestrian,3,Day,BASS COAST,Not at intersection,040,-38.50224,145.229502
T20170001539,25/1/2017,13:45:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.52703,145.334846
T20170002037,25/12/2016,12:00:00,Sunday,8,No collision and no object struck,3,Day,BASS COAST,Cross intersection,060,-38.60606,145.59115
T20170002526,8/2/2017,16:40:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,100,-38.472201,145.474807
T20170002743,14/11/2016,16:00:00,Monday,8,No collision and no object struck,3,Day,BASS COAST,Not at intersection,999,-38.5048,145.229501
T20170003342,19/2/2017,12:00:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,080,-38.516529,145.342933
T20170003645,23/2/2017,12:10:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.630982,145.725496
T20170003690,23/2/2017,16:50:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.362439,145.638739
T20170003721,24/2/2017,9:20:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,080,-38.46361,145.20143
T20170003979,27/2/2017,13:00:00,Monday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.34787,145.558218
T20170004241,2/3/2017,9:45:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,050,-38.45521,145.20144
T20170004940,11/3/2017,11:20:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.521509,145.431299
T20170005137,14/3/2017,8:15:00,Tuesday,2,Struck Pedestrian,2,Day,BASS COAST,Not at intersection,050,-38.609392,145.59517
T20170005300,16/3/2017,12:45:00,Thursday,6,Vehicle overturned (no collision),2,Day,BASS COAST,Not at intersection,100,-38.323689,145.542152
T20170006007,25/3/2017,4:14:00,Saturday,4,Collision with a fixed object,1,Dark Street lights on,BASS COAST,Not at intersection,080,-38.520995,145.333478
T20170006318,29/3/2017,7:30:00,Wednesday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,100,-38.472201,145.474807
T20170006397,24/3/2017,11:15:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.586316,145.809977
T20170006581,1/4/2017,12:33:00,Saturday,4,Collision with a fixed object,2,Day,BASS COAST,T intersection,100,-38.528713,145.559138
T20170006631,1/4/2017,18:10:00,Saturday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.510698,145.564739
T20170006788,4/4/2017,16:00:00,Tuesday,1,Collision with vehicle,2,Dusk/Dawn,BASS COAST,Not at intersection,050,-38.602672,145.59177
T20170007024,7/4/2017,17:50:00,Friday,1,Collision with vehicle,2,Dusk/Dawn,BASS COAST,Not at intersection,080,-38.480331,145.178251
T20170007434,12/4/2017,18:10:00,Wednesday,4,Collision with a fixed object,2,Dark Street lights on,BASS COAST,Not at intersection,050,-38.4145,145.476607
T20170008132,18/4/2017,16:00:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.605804,145.593721
T20170008229,25/4/2017,12:00:00,Tuesday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.53334,145.453171
T20170008244,25/4/2017,18:15:00,Tuesday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,T intersection,100,-38.472201,145.474807
T20170008691,2/5/2017,15:00:00,Tuesday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.304664,145.569507
T20170008741,3/5/2017,8:50:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.60907,145.589229
T20170008970,6/5/2017,18:08:00,Saturday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,T intersection,070,-38.58882,145.580919
T20170009044,8/5/2017,1:15:00,Monday,3,Struck animal,2,Dark No street lights,BASS COAST,Not at intersection,100,-38.31343,145.540933
T20170010828,3/6/2017,7:50:00,Saturday,2,Struck Pedestrian,2,Day,BASS COAST,Not at intersection,050,-38.44937,145.2435
T20170011396,10/6/2017,19:15:00,Saturday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,T intersection,080,-38.521077,145.334047
T20170012034,10/6/2017,14:00:00,Saturday,4,Collision with a fixed object,3,Day,BASS COAST,T intersection,999,-38.579746,145.631809
T20170012500,26/6/2017,13:25:00,Monday,5,collision with some other object,2,Day,BASS COAST,Not at intersection,100,-38.562905,145.531641
T20170012781,18/6/2017,16:20:00,Sunday,8,No collision and no object struck,3,Day,BASS COAST,Not at intersection,060,-38.66509,145.598605
T20170012907,1/7/2017,22:10:00,Saturday,4,Collision with a fixed object,2,Dark Street lights on,BASS COAST,Not at intersection,050,-38.452331,145.2368
T20170013228,12/3/2017,6:30:00,Sunday,8,No collision and no object struck,3,Dark Street lights unknown,BASS COAST,Not at intersection,100,-38.561096,145.50445
T20170013496,11/7/2017,16:00:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.46364,145.238984
T20170013835,16/7/2017,16:25:00,Sunday,1,Collision with vehicle,1,Day,BASS COAST,T intersection,100,-38.472201,145.474807
T20170014452,26/7/2017,10:00:00,Wednesday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.55509,145.65267
T20170014516,26/7/2017,16:45:00,Wednesday,2,Struck Pedestrian,3,Day,BASS COAST,Not at intersection,060,-38.606259,145.589151
T20170015058,6/7/2017,9:00:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,050,-38.61383,145.59851
T20170015393,9/8/2017,7:45:00,Wednesday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.53488,145.550852
T20170015402,9/8/2017,8:40:00,Wednesday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.496697,145.23295
T20170015893,16/8/2017,18:15:00,Wednesday,1,Collision with vehicle,3,Dark No street lights,BASS COAST,Multiple intersection,080,-38.47323,145.238998
T20170015986,18/8/2017,8:30:00,Friday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.362317,145.658803
T20170015987,18/8/2017,9:35:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.491512,145.266827
T20170015988,18/8/2017,10:48:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,050,-38.450284,145.243503
T20170016521,26/8/2017,16:55:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,080,-38.498095,145.273229
T20170017006,3/9/2017,14:08:00,Sunday,1,Collision with vehicle,1,Day,BASS COAST,Not at intersection,100,-38.312735,145.582142
T20170017551,29/5/2017,8:50:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,100,-38.496601,145.160436
T20170017640,7/9/2017,18:45:00,Thursday,1,Collision with vehicle,3,Dusk/Dawn,BASS COAST,Not at intersection,070,-38.590829,145.585086
T20170017930,18/9/2017,14:06:00,Monday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,999,-38.608729,145.588996
T20170018090,20/9/2017,14:20:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,040,-38.600279,145.60018
T20170018815,2/10/2017,15:30:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,050,-38.60596,145.58852
T20170019411,12/10/2017,11:00:00,Thursday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.62127,145.72238
T20170019916,19/10/2017,12:45:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.59769,145.579496
T20170020028,20/10/2017,16:17:00,Friday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,060,-38.59811,145.592438
T20170020283,23/10/2017,17:20:00,Monday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,050,-38.633943,145.728879
T20170020330,24/10/2017,16:00:00,Tuesday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,100,-38.500129,145.461469
T20170020413,26/10/2017,10:34:00,Thursday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,100,-38.58454,145.602319
T20170020425,26/10/2017,8:15:00,Thursday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,050,-38.41548,145.52223
T20170020953,2/11/2017,15:30:00,Thursday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,060,-38.612974,145.593961
T20170022115,19/11/2017,12:20:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,050,-38.520703,145.37438
T20170023487,8/12/2017,22:15:00,Friday,4,Collision with a fixed object,2,Dark Street lights on,BASS COAST,Not at intersection,060,-38.456143,145.23031
T20170023711,12/12/2017,8:45:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,100,-38.521752,145.430967
T20170023846,14/12/2017,2:20:00,Thursday,4,Collision with a fixed object,2,Dark No street lights,BASS COAST,Not at intersection,100,-38.42594,145.45883
T20170024566,23/12/2017,9:05:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,050,-38.528224,145.3389
T20170024642,25/12/2017,18:30:00,Monday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,060,-38.456155,145.248404
T20170024693,26/12/2017,17:00:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.51993,145.43345
T20170024696,26/12/2017,19:50:00,Tuesday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,080,-38.64174,145.602079
T20170024851,29/12/2017,12:08:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.456156,145.23724
T20180000026,31/12/2017,8:30:00,Sunday,8,No collision and no object struck,2,Day,BASS COAST,T intersection,050,-38.672752,145.615592
T20180000153,3/1/2018,16:50:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,080,-38.517393,145.319729
T20180000276,5/1/2018,9:54:00,Friday,2,Struck Pedestrian,2,Day,BASS COAST,Not at intersection,050,-38.606214,145.589601
T20180000339,6/1/2018,17:40:00,Saturday,5,collision with some other object,3,Day,BASS COAST,Not at intersection,100,-38.565353,145.558898
T20180000599,11/1/2018,10:55:00,Thursday,2,Struck Pedestrian,2,Day,BASS COAST,Not at intersection,050,-38.501478,145.25513
T20180000880,15/1/2018,17:25:00,Monday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,100,-38.577019,145.632745
T20180000938,16/1/2018,16:25:00,Tuesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.6176,145.722929
T20180000989,17/1/2018,9:50:00,Wednesday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,080,-38.496689,145.24208
T20180001080,18/1/2018,17:45:00,Thursday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.360602,145.642512
T20180001159,19/1/2018,22:10:00,Friday,1,Collision with vehicle,2,Dark Street lights on,BASS COAST,Cross intersection,100,-38.433019,145.496691
T20180001162,20/1/2018,1:00:00,Saturday,1,Collision with vehicle,2,Dark Street lights on,BASS COAST,Not at intersection,050,-38.44894,145.234472
T20180001370,1/6/2017,13:00:00,Thursday,8,No collision and no object struck,3,Day,BASS COAST,Not at intersection,080,-38.46504,145.238985
T20180002297,28/1/2018,3:00:00,Sunday,3,Struck animal,3,Dark No street lights,BASS COAST,Not at intersection,100,-38.64984,145.611436
T20180002943,14/2/2018,21:45:00,Wednesday,6,Vehicle overturned (no collision),3,Dark No street lights,BASS COAST,Not at intersection,100,-38.428461,145.505761
T20180003040,16/2/2018,20:10:00,Friday,2,Struck Pedestrian,2,Day,BASS COAST,Not at intersection,999,-38.634551,145.729819
T20180003534,23/2/2018,15:05:00,Friday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.517739,145.661167
T20180003632,24/2/2018,8:40:00,Saturday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.621286,145.695941
T20180003811,27/2/2018,18:40:00,Tuesday,1,Collision with vehicle,3,Dusk/Dawn,BASS COAST,Cross intersection,080,-38.625023,145.733005
T20180004137,19/2/2018,15:00:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,060,-38.592921,145.589501
T20180004235,5/3/2018,16:11:00,Monday,4,Collision with a fixed object,2,Day,BASS COAST,Cross intersection,080,-38.496665,145.201379
T20180004435,7/3/2018,19:44:00,Wednesday,4,Collision with a fixed object,3,Day,BASS COAST,Dead end,060,-38.42097,145.4773
T20180004669,11/3/2018,2:10:00,Sunday,3,Struck animal,3,Dark No street lights,BASS COAST,Not at intersection,100,-38.496605,145.21781
T20180004683,10/3/2018,15:30:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,060,-38.514667,145.35175
T20180004841,13/3/2018,19:30:00,Tuesday,3,Struck animal,2,Dusk/Dawn,BASS COAST,Not at intersection,100,-38.626628,145.755161
T20180005575,24/3/2018,12:55:00,Saturday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.526644,145.443132
T20180005589,24/3/2018,15:10:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,050,-38.450287,145.23759
T20180005726,26/3/2018,11:15:00,Monday,8,No collision and no object struck,3,Day,BASS COAST,Not at intersection,100,-38.518711,145.660923
T20180005898,28/3/2018,11:48:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,050,-38.631921,145.733848
T20180006573,6/4/2018,20:35:00,Friday,1,Collision with vehicle,2,Dark No street lights,BASS COAST,T intersection,080,-38.496601,145.160436
T20180007118,15/4/2018,16:28:00,Sunday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.529481,145.447937
T20180007448,20/4/2018,7:45:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,080,-38.496697,145.238932
T20180007598,22/4/2018,16:40:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,080,-38.521847,145.334155
T20180008196,1/5/2018,14:20:00,Tuesday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,060,-38.413853,145.54321
T20180008318,3/5/2018,8:50:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,060,-38.58882,145.580919
T20180008515,5/5/2018,14:15:00,Saturday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.42141,145.688401
T20180008520,5/5/2018,14:16:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.421468,145.688336
T20180008762,9/5/2018,8:30:00,Wednesday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,050,-38.629732,145.722229
T20180009057,13/5/2018,17:35:00,Sunday,4,Collision with a fixed object,2,Dusk/Dawn,BASS COAST,Not at intersection,080,-38.521023,145.333599
T20180009087,30/3/2018,13:45:00,Friday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,090,-38.523575,145.413641
T20180009385,14/5/2018,19:40:00,Monday,1,Collision with vehicle,3,Dark Street lights on,BASS COAST,Cross intersection,050,-38.605156,145.588387
T20180009527,20/5/2018,19:00:00,Sunday,4,Collision with a fixed object,2,Dark Street lights on,BASS COAST,Not at intersection,100,-38.334812,145.554586
T20180009730,23/5/2018,9:20:00,Wednesday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.534509,145.454103
T20180010524,2/6/2018,10:18:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,100,-38.472201,145.474807
T20180010646,6/6/2018,6:30:00,Wednesday,8,No collision and no object struck,2,Dark No street lights,BASS COAST,T intersection,050,-38.482077,145.234238
T20180012153,28/6/2018,23:18:00,Thursday,4,Collision with a fixed object,2,Dark No street lights,BASS COAST,Not at intersection,100,-38.631377,145.801427
T20180012397,25/6/2018,16:00:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.561157,145.51462
T20180013332,1/7/2018,15:00:00,Sunday,8,No collision and no object struck,3,Day,BASS COAST,Not at intersection,999,-38.523811,145.543439
T20180013387,15/7/2018,3:35:00,Sunday,4,Collision with a fixed object,2,Dark Street lights unknown,BASS COAST,Not at intersection,080,-38.515172,145.346251
T20180013409,17/7/2018,15:35:00,Tuesday,2,Struck Pedestrian,2,Day,BASS COAST,Not at intersection,050,-38.6307,145.730142
T20180013491,18/7/2018,10:10:00,Wednesday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.48615,145.464482
T20180013519,19/7/2018,8:50:00,Thursday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,050,-38.6051,145.58895
T20180013557,19/7/2018,12:54:00,Thursday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,100,-38.521752,145.430967
T20180013698,21/7/2018,16:45:00,Saturday,2,Struck Pedestrian,3,Day,BASS COAST,Not at intersection,050,-38.45933,145.25616
T20180014075,27/7/2018,8:00:00,Friday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.59436,145.72529
T20180015286,13/8/2018,9:40:00,Monday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,080,-38.62698,145.721973
T20180015979,24/8/2018,11:30:00,Friday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.394362,145.539505
T20180015990,24/8/2018,13:35:00,Friday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,060,-38.482087,145.24873
T20180016597,2/9/2018,12:30:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.430276,145.684167
T20180017365,14/9/2018,10:45:00,Friday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.621208,145.6954
T20180017496,16/9/2018,10:00:00,Sunday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.531744,145.450237
T20180017666,19/9/2018,10:20:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.504749,145.285231
T20180017766,16/9/2018,10:15:00,Sunday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.532234,145.451538
T20180018229,27/9/2018,12:30:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,060,-38.520744,145.368958
T20180019272,14/10/2018,7:45:00,Sunday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.562682,145.52984
T20180019797,22/10/2018,8:50:00,Monday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,060,-38.59248,145.58855
T20180019901,23/10/2018,17:56:00,Tuesday,4,Collision with a fixed object,2,Day,BASS COAST,Cross intersection,050,-38.456151,145.238985
T20180020757,5/11/2018,16:21:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,100,-38.564821,145.55738
T20180020990,9/11/2018,17:45:00,Friday,2,Struck Pedestrian,3,Day,BASS COAST,T intersection,060,-38.595727,145.595321
T20180021167,12/11/2018,12:15:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,060,-38.456153,145.23846
T20180022186,26/11/2018,14:10:00,Monday,3,Struck animal,2,Day,BASS COAST,Not at intersection,100,-38.532098,145.588381
T20180023114,9/12/2018,14:10:00,Sunday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.46688,145.47769
T20180023539,14/12/2018,18:59:00,Friday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.31534,145.540521
T20180024060,21/12/2018,16:00:00,Friday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,060,-38.62789,145.730648
T20180024334,27/12/2018,7:00:00,Thursday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,080,-38.498095,145.273229
T20190000360,7/1/2019,11:55:00,Monday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,080,-38.521077,145.334047
T20190000394,8/1/2019,0:45:00,Tuesday,3,Struck animal,3,Dark Street lights on,BASS COAST,Not at intersection,050,-38.5088,145.35574
T20190000443,8/1/2019,15:50:00,Tuesday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.46731,145.22017
T20190000718,13/1/2019,11:20:00,Sunday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.645671,145.609437
T20190000923,16/1/2019,13:10:00,Wednesday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.309317,145.576083
T20190001150,20/1/2019,2:00:00,Sunday,6,Vehicle overturned (no collision),2,Dark No street lights,BASS COAST,Not at intersection,100,-38.485485,145.567741
T20190001731,28/1/2019,11:00:00,Monday,8,No collision and no object struck,2,Day,BASS COAST,Not at intersection,999,-38.456519,145.541702
T20190001779,30/1/2019,4:35:00,Wednesday,4,Collision with a fixed object,2,Dark No street lights,BASS COAST,T intersection,100,-38.410693,145.572312
T20190002092,3/2/2019,12:15:00,Sunday,4,Collision with a fixed object,2,Day,BASS COAST,Not at intersection,100,-38.47167,145.54265
T20190002794,13/2/2019,18:10:00,Wednesday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,080,-38.496697,145.238932
T20190002992,16/2/2019,10:10:00,Saturday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.550902,145.6838
T20190003105,19/10/2018,4:00:00,Friday,5,collision with some other object,2,Dark No street lights,BASS COAST,Not at intersection,100,-38.55856,145.578797
T20190003545,23/2/2019,18:10:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,050,-38.382014,145.552708
T20190003606,24/2/2019,15:20:00,Sunday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,080,-38.516595,145.316679
T20190003647,25/2/2019,12:05:00,Monday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,080,-38.62698,145.721973
T20190003807,27/2/2019,8:25:00,Wednesday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,100,-38.382014,145.552708
T20190003984,1/3/2019,9:10:00,Friday,1,Collision with vehicle,2,Day,BASS COAST,T intersection,100,-38.382014,145.552708
T20190004556,9/3/2019,18:00:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Cross intersection,060,-38.612974,145.593961
T20190005500,22/3/2019,4:45:00,Friday,4,Collision with a fixed object,3,Dark Street lights on,BASS COAST,Not at intersection,100,-38.50202,145.46037
T20190005725,26/3/2019,11:30:00,Tuesday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Cross intersection,060,-38.514661,145.353464
T20190006103,1/4/2019,6:50:00,Monday,3,Struck animal,2,Dark Street lights unknown,BASS COAST,Not at intersection,060,-38.514935,145.347038
T20190006437,1/3/2019,19:50:00,Friday,7,Fall from or in moving vehicle,2,Day,BASS COAST,Not at intersection,040,-38.39736,145.536431
T20190006633,8/4/2019,5:52:00,Monday,4,Collision with a fixed object,1,Dark Street lights on,BASS COAST,Cross intersection,060,-38.46364,145.238984
T20190007067,13/4/2019,15:50:00,Saturday,1,Collision with vehicle,3,Day,BASS COAST,Not at intersection,080,-38.407309,145.530557
T20190007171,15/4/2019,16:10:00,Monday,1,Collision with vehicle,2,Day,BASS COAST,Cross intersection,100,-38.472201,145.474807
T20190007435,19/4/2019,10:20:00,Friday,4,Collision with a fixed object,3,Day,BASS COAST,Not at intersection,100,-38.469333,145.451929
T20190007715,24/4/2019,8:20:00,Wednesday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,100,-38.525052,145.446941
T20190007739,24/4/2019,11:49:00,Wednesday,6,Vehicle overturned (no collision),2,Day,BASS COAST,Not at intersection,100,-38.372918,145.628298
T20190007838,25/4/2019,15:15:00,Thursday,6,Vehicle overturned (no collision),3,Day,BASS COAST,Not at intersection,100,-38.655848,145.599974
T20190007864,26/4/2019,13:10:00,Friday,1,Collision with vehicle,2,Day,BASS COAST,Not at intersection,080,-38.520284,145.338841
T20190007978,28/4/2019,17:00:00,Sunday,4,Collision with a fixed object,3,Dusk/Dawn,BASS COAST,Not at intersection,100,-38.563644,145.548664
T20190008170,1/5/2019,10:29:00,Wednesday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,999,-38.62761,145.717238
T20190008228,2/5/2019,9:45:00,Thursday,1,Collision with vehicle,3,Day,BASS COAST,T intersection,050,-38.601393,145.600945
